Energia,Ao_vivo,Tempo,Falado,Orgânico,Instrumental,Compasso,Dançabilidade,Tom,Duração,Força,Positividade,Modo,Tipo,Music_id,Playlist_name,Album_name,Artista,Music_name
"0,964","0,106","167,024","0,0644","0,0000713","0,0387",4,"0,392",10,200547,"0,599722026730841","0,269",0,audio_features,0faXHILILebCGnJBPU6KJJ,Angry,Phobia (Clean Version),Breaking Benjamin,The Diary of Jane - Single Version
"0,955","0,38","107,984","0,0653","0,000165","0,0000136",4,"0,533",8,216733,"0,652529274119251","0,55",1,audio_features,2yXyz4NLTZx9CLdXfLTp5E,Angry,Dear Agony,Breaking Benjamin,I Will Not Bow
"0,939","0,623","150,184","0,113","0,00022",0,4,"0,524",9,184867,"0,631393344944796","0,661",1,audio_features,1Vej0qeQ3ioKwpI6FUbRv1,Angry,Hybrid Theory (Bonus Edition),Linkin Park,Papercut
"0,969","0,0787","95,136","0,0491","0,0014","0,00000132",4,"0,492",9,157333,"0,601242954151945","0,538",1,audio_features,3K4HG9evC7dg3N0R9cYqk4,Angry,Hybrid Theory (Bonus Edition),Linkin Park,One Step Closer
"0,97","0,0994","94,952","0,212","0,03",0,4,"0,512",8,200240,"0,639293074910215","0,427",0,audio_features,5egqKwgK5r5rvGD1LrtR7J,Angry,Hybrid Theory (Bonus Edition),Linkin Park,Points of Authority
"0,864","0,209","105,143","0,0584","0,00958",0,4,"0,556",3,216880,"0,508744819644691","0,4",0,audio_features,60a0Rd6pjrkxjPbaKzXjfq,Angry,Hybrid Theory (Bonus Edition),Linkin Park,In the End
"0,908","0,671","133,063","0,184","0,0144",0,4,"0,603",11,184640,"0,546134987505724","0,457",1,audio_features,5rAxhWcgFng3s570sGO2F8,Angry,Hybrid Theory (Bonus Edition),Linkin Park,A Place for My Head
"0,863","0,639","110,018","0,0381","0,0046",0,4,"0,496",9,185587,"0,619940486813816","0,243",1,audio_features,2nLtzopw4rPReszdYBJU6h,Angry,Meteora,Linkin Park,Numb
"0,83","0,139","89,342","0,0421","0,00461",0,4,"0,498",6,231480,"0,552268153006235","0,453",0,audio_features,0M955bMOoilikPXwKLYpoi,Angry,Three Days Grace,Three Days Grace,I Hate Everything About You
"0,741","0,273","160,515","0,0335","0,00804",0,4,"0,416",7,202973,"0,630884707012836","0,286",1,audio_features,5PZ2cqh9Yem2g6cTSOLllz,Angry,One-X,Three Days Grace,Pain
"0,873","0,52","198,387","0,0567","0,00105",0,4,"0,306",0,186373,"0,655541212399099","0,452",0,audio_features,7piw04hPQZ1OHZ9Fq9JOXR,Angry,One-X,Three Days Grace,Time of Dying
"0,95","0,0377","178,018","0,0641","0,00021",0,4,"0,376",9,179160,"0,626109076994708","0,438",1,audio_features,6OMO6WdRhSfjMPAiPT94wH,Angry,Human,Three Days Grace,Painkiller
"0,743","0,163","107,996","0,159","0,152",0,4,"0,814",9,214587,"0,710558763369474","0,367",1,audio_features,0nhVrTiCGiGRCoZOJiWzm1,Angry,Danger (with Migos & Marshmello) [From Bright: The Album],Migos,Danger (with Migos & Marshmello)
"0,417","0,113","141,023","0,0296","0,769",0,3,"0,414",6,223613,"0,415288590870764","0,166",1,audio_features,5fEyUL1sp1cJC4YErd29I4,Angry,Division,10 Years,"So Long, Good-bye"
"0,935","0,106","128,025","0,0619","0,00133","0,00000837",4,"0,532",0,241960,"0,57557245253511","0,309",1,audio_features,0uybt73QFXaLCoxuVf6fhm,Angry,3 Doors Down,3 Doors Down,It's Not My Time
"0,937","0,129","95,961","0,0495","0,00324","0,000294",4,"0,609",6,252933,"0,715154704659282","0,493",1,audio_features,55SUneDPq3ZOrJi8sVG78G,Angry,Moving Forward In Reverse: Greatest Hits,Saliva,Click Click Boom
"0,924","0,537","151,99","0,064","0,0271","0,00000332",4,"0,558",9,186827,"0,606666480508024","0,567",0,audio_features,7s0lDK7y3XLmI7tcsRAbW0,Angry,Save Rock And Roll,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up)
"0,849","0,242","142,791","0,0591","0,0565","0,00000184",4,"0,261",10,249280,"0,552968000492802","0,23",1,audio_features,7q096gH9G0OjuUduheqM4l,Angry,Human,Three Days Grace,Human Race
"0,911","0,0627","137,011","0,0382","0,00554",0,4,"0,453",2,186147,"0,647515248225557","0,218",0,audio_features,2iptAVf9jZerlywLwiGhak,Angry,Human,Three Days Grace,Fallen Angel
"0,853","0,126","122,023","0,0339","0,000684",0,4,"0,553",8,231400,"0,655541212399099","0,506",1,audio_features,56sk7jBpZV0CD31G9hEU3b,Angry,One-X,Three Days Grace,Animal I Have Become
"0,778","0,163","149,864","0,0371","0,00838",0,4,"0,433",2,209333,"0,583445104273745","0,217",0,audio_features,3HE50TVRquwXe9yv2HFoNL,Angry,One-X,Three Days Grace,Never Too Late
"0,97","0,189","75,106","0,0668","0,0000129","0,00000262",4,"0,402",2,200147,"0,593061866400718","0,476",0,audio_features,2UDumaw7osnyjH7RZ2DLpB,Angry,Human,Three Days Grace,I Am Machine
"0,865","0,0982","138,017","0,0338","0,000821",0,4,"0,512",7,222827,"0,620440301191381","0,529",1,audio_features,3pxCXv0NACYfYnLjFcQW5D,Angry,Saving Abel,Saving Abel,Addicted
"0,574","0,19","100,021","0,0479","0,57",0,4,"0,62",5,250173,"0,407943483416096","0,352",0,audio_features,5tz69p7tJuGPeMGwNTxYuV,Angry,Everybody,Logic,1-800-273-8255
"0,977","0,509","96,027","0,0752","0,00473",0,4,"0,478",8,182120,"0,694864300748828","0,482",1,audio_features,4yUUVfwvxtMecOQ2fI7a7j,Angry,The Paramour Sessions,Papa Roach,...To Be Loved
"0,955","0,349","170,033","0,12","0,00116",0,4,"0,359",4,230427,"0,765332224870897","0,446",0,audio_features,5pRElcsPZrgZXkoON2o5Go,Angry,Comatose,Skillet,Comatose
"0,957","0,0789","134,992","0,0741","0,0431",0,4,"0,64",8,178013,"0,764187623963468","0,692",1,audio_features,2UREu1Y8CO4jXkbvqAtP7g,Angry,Awake,Skillet,Monster
"0,967","0,336","142,018","0,0995","0,00791",0,4,"0,533",1,186813,"0,746190988660318","0,782",1,audio_features,4CbKVDZkYKdv69I4bCaKUq,Angry,Awake,Skillet,Hero
"0,886","0,26","126,025","0,0837","0,00045",0,4,"0,603",5,229933,"0,647366169493735","0,395",0,audio_features,0i8JFpqe9cKwnrcvoNgl1L,Angry,Unleashed,Skillet,Feel Invincible
"0,939","0,491","159,932","0,0593","0,0425",0,4,"0,434",4,209493,"0,709332730803618","0,569",0,audio_features,0nkzd3yNniB767zSDDdLZ3,Angry,Awake,Skillet,Awake and Alive
"0,738","0,135","119,973","0,0338","0,188","0,0000575",4,"0,664",9,193962,"0,624093989478872","0,203",0,audio_features,2S2od3hT7ceytw7d1pTRuE,Angry,Again,Noah Cyrus,Again
"0,932","0,123","92,497","0,052","0,000572","0,00000475",4,"0,492",10,198360,"0,582840872969097","0,33",1,audio_features,57HYDcQvioMpUVeYsIDpsx,Angry,The Mountain,Three Days Grace,The Mountain
"0,678","0,361","97,976","0,058","0,303",0,4,"0,658",1,199111,"0,602074176045574","0,662",1,audio_features,5yFSF6qQA1rcLsQRnBsZgb,Angry,All Falls Down (feat. Juliander),Alan Walker,All Falls Down (feat. Juliander)
"0,833","0,111","135,431","0,054","0,0036","0,00000133",4,"0,489",9,236693,"0,540256499099932","0,307",1,audio_features,4i8OPEQ5ZuRooAbJy9WIFz,Angry,Right Left Wrong,Three Days Grace,Right Left Wrong
"0,902","0,347","171,997","0,0517","0,00125",0,4,"0,436",0,162120,"0,571412846549635","0,53",0,audio_features,2wcwbcUmCgB2dt8Pm3o231,Angry,I Am An Outsider,Three Days Grace,I Am An Outsider
"0,897","0,0924","115,491","0,0357","0,000666",0,4,"0,578",0,193107,"0,637822741639238","0,737",1,audio_features,4urxRqBRiaH0i20OKBsgxc,Angry,Life Starts Now,Three Days Grace,Break
"0,91","0,326","78,06","0,0464","0,000764","0,00000143",4,"0,491",5,240773,"0,723435805850635","0,345",0,audio_features,1cYtqvYDbuzjgSJsAkTRaH,Angry,Life Starts Now,Three Days Grace,Bitter Taste
"0,82","0,0756","139,936","0,031","0,00858",0,4,"0,481",8,243000,"0,667728633464277","0,345",1,audio_features,0LPx8WfsRrXCF92YtINFtN,Angry,Life Starts Now,Three Days Grace,World so Cold
"0,868","0,162","162,969","0,0366","0,0199",0,5,"0,434",9,232813,"0,668113119617065","0,366",1,audio_features,1uiwlmWedlNpzAxDSRGqdK,Angry,Life Starts Now,Three Days Grace,Lost in You
"0,911","0,23","128,036","0,0397","0,000345",0,4,"0,548",10,173173,"0,65305536254213","0,654",1,audio_features,55KYlnsC6nYnr3IykbmJwE,Angry,Life Starts Now,Three Days Grace,The Good Life
"0,916","0,156","197,817","0,0581","0,00261",0,4,"0,271",6,225493,"0,696546316636056","0,286",0,audio_features,1bPRhOz3nOfEIoLjB1YYT3,Angry,Life Starts Now,Three Days Grace,No More
"0,456","0,111","138,78","0,0282","0,554",0,4,"0,465",4,207467,"0,467573619188113","0,293",0,audio_features,1o4Pf2GIMDCD7ifIM2yI77,Angry,Life Starts Now,Three Days Grace,Last to Know
"0,883","0,092","98,147","0,0364","0,0032",0,4,"0,468",8,292013,"0,645356962727405","0,119",1,audio_features,3THZtwFfwGqnJPLdtkbesl,Angry,Life Starts Now,Three Days Grace,Someone Who Cares
"0,919","0,286","145,302","0,0717","0,0066","0,0000146",4,"0,451",5,218667,"0,644465984741688","0,481",1,audio_features,3umZYbgTkZEnZCae8HKqZh,Angry,Life Starts Now,Three Days Grace,Bully
"0,843","0,311","79,901","0,038","0,0191",0,3,"0,405",2,213773,"0,612209409068257","0,396",1,audio_features,0hmb7mLw2Y5m5Op1HFK1kr,Angry,Life Starts Now,Three Days Grace,Without You
"0,911","0,0879","121,193","0,0336","0,00298",0,4,"0,524",2,185800,"0,695104339826806","0,615",1,audio_features,5fMOlPVPDpeOqhSSX4cnfu,Angry,Life Starts Now,Three Days Grace,Goin' Down
"0,835","0,143","162,064","0,0446","0,0014",0,3,"0,234",0,188080,"0,634453795775714","0,323",1,audio_features,4Rtc87aysfzgqRMFcSqWme,Angry,Life Starts Now,Three Days Grace,Life Starts Now
"0,688","0,0734","90,013","0,0841","0,633",0,4,"0,765",4,229573,"0,526865789697371","0,434",1,audio_features,42CeaId2XNlxugDvyqHfDf,Angry,Candy Paint,Post Malone,Candy Paint
"0,558","0,112","140,057","0,102","0,566",0,4,"0,74",8,220880,"0,392871025060965","0,421",1,audio_features,65NwOZqoXny4JxqAPlfxRF,Angry,Psycho (feat. Ty Dolla $ign),Post Malone,Psycho (feat. Ty Dolla $ign)
"0,932","0,349","112,937","0,0554","0,013","0,169",4,"0,564",11,146250,"0,313761751011875","0,619",1,audio_features,78lgmZwycJ3nzsdgmPPGNx,Angry,Led Zeppelin III (Remastered),Led Zeppelin,Immigrant Song - Remaster
"0,932","0,349","112,937","0,0554","0,013","0,169",4,"0,564",11,146250,"0,313761751011875","0,619",1,audio_features,2G7woUgHMt6QBU7esQ5rsL,Angry,Led Zeppelin III (Deluxe Edition),Led Zeppelin,Immigrant Song - Remaster
"0,847","0,228","166,17","0,035","0,0000264",0,4,"0,366",8,260680,"0,548529513941203","0,606",1,audio_features,11RUCSAgpexhJSMmcuO4h2,Angry,Three Days Grace,Three Days Grace,Home
"0,938","0,14","94,019","0,0715","0,000644","0,00246",4,"0,509",11,204347,"0,639513917051758","0,335",0,audio_features,6rSuL1ViLO7Aljn2WD09s4,Angry,Comatose,Skillet,Whispers in the Dark
"0,792","0,0448","153,023","0,0603","0,000567",0,4,"0,59",7,181987,"0,561500309523974","0,663",1,audio_features,0XGV1bem5W9ICY2rgleryV,Angry,Transit Of Venus,Three Days Grace,Chalk Outline
"0,737","0,0696","177,9","0,0297","0,0000094",0,4,"0,373",1,186893,"0,544377290906648","0,565",1,audio_features,0CA3RxBx2xSQXPfpmUBK1v,Angry,Three Days Grace,Three Days Grace,Just Like You
"0,886","0,0921","118,055","0,069","0,000179",0,4,"0,525",2,193120,"0,541501918953489","0,389",1,audio_features,0OWmBvdthZceFMOwB5EANd,Angry,Three Days Grace,Three Days Grace,Scared
"0,926","0,0996","118,024","0,0413","0,000177","0,052",4,"0,571",3,305480,"0,687939109666694","0,682",0,audio_features,0i8ilnc6ey7z42aga5uH2y,Angry,The Best of 2005-2013,Avenged Sevenfold,Hail to the King
"0,876","0,215","116,335","0,0529","0,000254","0,00265",3,"0,407",8,218933,"0,620511736132859","0,521",1,audio_features,7MeXwzhSDGfqNfuFANgzVC,Angry,Toxicity,System Of A Down,Toxicity
"0,939","0,357","92,027","0,0648","0,00591","0,000881",4,"0,398",9,342821,"0,719034949059262","0,235",0,audio_features,5hheGdf1cb4rK0FNiedCfK,Angry,.5: The Gray Chapter (Special Edition),Slipknot,The Devil in I
"0,929","0,329","147,116","0,0636","0,000259","0,00000226",4,"0,3",1,548253,"0,690716769324192","0,59",1,audio_features,10lT3pp9QERGOWiIzLx4We,Angry,American Idiot (Deluxe),Green Day,Jesus of Suburbia
"0,882","0,0805","158,066","0,0369","0,0000596","0,00031",4,"0,412",11,250547,"0,52844525177518","0,356",0,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,Angry,The Colour And The Shape,Foo Fighters,Everlong
"0,943","0,091","85,064","0,0602","0,00293","0,00000871",4,"0,442",3,181533,"0,691432835602359","0,781",1,audio_features,6L89mwZXSOwYl76YXfX13s,Angry,Dookie,Green Day,Basket Case
"0,974","0,886","134,724","0,171","0,0177","0,00000544",4,"0,291",6,278600,"0,70819034242685","0,348",0,audio_features,6wqJeItl3Vc3az4ZicSQAB,Angry,Vol. 3: The Subliminal Verses,Slipknot,Before I Forget
"0,425","0,0917","129,993","0,0304","0,131","0,000026",4,"0,458",2,300361,"0,362785566304081","0,128",0,audio_features,0NJLExWrJmnhTMZqmgViU1,Angry,The Stage,Avenged Sevenfold,Roman Sky
"0,992","0,0649","90,979","0,0839","0,0000594",0,4,"0,544",1,201299,"0,631975147595244","0,512",0,audio_features,1BiZpYGIWkZTSq6AOPST1q,Angry,Got Your Six,Five Finger Death Punch,You're Not My Kind
"0,878","0,17","99,024","0,0288","0,00657","0,0000143",4,"0,544",11,233827,"0,55303166695141","0,527",0,audio_features,5ZPp1V3PufN6qhAe3rLNmb,Angry,The Better Life,3 Doors Down,Kryptonite
"0,824","0,0916","120,125","0,0388","0,00016","0,00161",4,"0,5",4,218920,"0,51015247738556","0,539",0,audio_features,0MKGH8UMfCnq5w7nG06oM5,Angry,Nevermind (Deluxe Edition),Nirvana,Come As You Are
"0,923","0,0637","81,058","0,0547","0,00107","0,0163",4,"0,404",0,235600,"0,614115416685982","0,248",0,audio_features,1twBt7aZiy7HWPG025QGuP,Angry,Toxicity,System Of A Down,Aerials
"0,958","0,12","184,09","0,104","0,0000435","0,0136",4,"0,503",11,198320,"0,666653248956303","0,399",0,audio_features,0OsJkMbc28cnD3UOCYFUPk,Angry,War Is The Answer,Five Finger Death Punch,War Is The Answer
"0,873","0,0592","80,473","0,0613","0,000519",0,4,"0,452",9,222027,"0,571018264838297","0,433",1,audio_features,1TDk2Jmi4dVZhm2dum3Jim,Angry,Audioslave,Audioslave,Cochise
"0,702","0,536","105,076","0,0337","0,0466","0,0000032",4,"0,58",4,208960,"0,526926450854909","0,299",1,audio_features,57BrRMwf9LrcmuOsyGilwr,Angry,Hybrid Theory (Bonus Edition),Linkin Park,Crawling
"0,69","0,0615","123,962","0,0425","0,012","0,0095",4,"0,544",6,276147,"0,517428087754082","0,219",0,audio_features,3RptaQ5Xb8WvtpItZ2f9Hi,Angry,All Hope Is Gone,Slipknot,Snuff
"0,827","0,301","167,086","0,0362","0,000659","0,00000255",4,"0,29",8,493400,"0,672124923415509","0,45",1,audio_features,0HJRAM7Gt9jXskuXjZeFX3,Angry,American Idiot (Deluxe),Green Day,Holiday / Boulevard of Broken Dreams
"0,684","0,34","77,15","0,0308","0,323",0,4,"0,36",4,342653,"0,475499429268897","0,2",0,audio_features,5Xak5fmy089t0FYmh3VJiY,Angry,Ten,Pearl Jam,Black
"0,978","0,0731","135,095","0,131","0,111",0,4,"0,554",4,162600,"0,66420172626764","0,594",1,audio_features,4Yf5bqU3NK4kNOypcrLYwU,Angry,Meteora,Linkin Park,Faint
"0,977","0,23","195,795","0,173","0,00131","0,0000462",4,"0,198",3,199387,"0,668420867935228","0,351",0,audio_features,2GTBnTnkvaNhVg7ADGnVzN,Angry,The Sufferer & The Witness,Rise Against,Prayer Of The Refugee
"0,931","0,229","97,052","0,0623","0,000445","0,00000508",4,"0,573",1,238933,"0,590133134672723","0,405",1,audio_features,0nBaPQAkn6rRDa71MRJsxo,Angry,The Way Of The Fist,Five Finger Death Punch,The Way of the Fist
"0,879","0,207","90,619","0,065","0,000401","0,00125",4,"0,589",4,199862,"0,643057784610066","0,717",0,audio_features,3xwFFKhZT7nwEyDcYJRvIT,Angry,100 Rock,Papa Roach,Last Resort
"0,912","0,106","116,761","0,0564","0,0000255","0,000173",4,"0,502",1,301920,"0,591834121113182","0,72",1,audio_features,1f3yAtsJtY87CTmM8RLnxf,Angry,Nevermind (Deluxe Edition),Nirvana,Smells Like Teen Spirit
"0,833","0,0327","88,785","0,304","0,0266",0,4,"0,466",7,313573,"0,615531098928752","0,661",1,audio_features,59WN2psjkt1tyaxjspN8fp,Angry,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,Killing In The Name
"0,989","0,0243","135,093","0,112","0,00252","0,0032",4,"0,576",2,283400,"0,802693969111455","0,352",1,audio_features,2MvIMgtWyK88OiPi0J8Dg3,Angry,All Hope Is Gone,Slipknot,Psychosocial
"0,959","0,028","172,984","0,0431","0,000917",0,4,"0,433",9,269373,"0,628058358813318","0,365",1,audio_features,7x8dCjCr0x6x2lXKujYD34,Angry,"Echoes, Silence, Patience & Grace",Foo Fighters,The Pretender
"0,988","0,846","139,941","0,0787","0,000108","0,309",4,"0,552",1,229840,"0,745160799505424","0,619",0,audio_features,14EORgkbXqIx5K4Haucmnb,Angry,"House of Gold & Bones, Part 1",Stone Sour,Absolute Zero
"0,66","0,094","100,977","0,0457","0,188","0,0298",4,"0,493",1,281160,"0,309100708126162","0,307",1,audio_features,4OaV9UYQ3EfrBRPjoO6u7c,Angry,In Utero - 20th Anniversary - Deluxe Edition,Nirvana,Heart-Shaped Box
"0,944","0,298","105,338","0,0761","0,00178","0,00000454",4,"0,394",10,292581,"0,472824530511796","0,265",0,audio_features,6QewNVIDKdSl8Y3ycuHIei,Angry,Ten,Pearl Jam,Even Flow
"0,928","0,139","130,951","0,0717","0,00366","0,002",4,"0,654",4,201960,"0,675616115084155","0,52",0,audio_features,3xktQXIr1OD3ENc19viwDP,Angry,Sinner,Drowning Pool,Bodies
"0,982","0,204","143,772","0,168","0,000237","0,000294",4,"0,354",4,252613,"0,705829815859823","0,194",0,audio_features,61mWefnWQOLf90gepjOCb3,Angry,Vol. 3: The Subliminal Verses,Slipknot,Duality
"0,704","0,0933","118,242","0,0804","0,000155","0,00221",4,"0,43",1,315120,"0,397740669105028","0,703",0,audio_features,7fcfNW0XxTWlwVlftzfDOR,Angry,Vulgar Display of Power,Pantera,Walk
"0,929","0,122","127,204","0,121","0,000353","0,000747",4,"0,42",7,210240,"0,638336973220156","0,3",0,audio_features,5V3mdRI2yQxbSsJGDPc5lD,Angry,Toxicity,System Of A Down,Chop Suey!
"0,749","0,0983","105,293","0,0346","0,00143","0,221",4,"0,534",4,515240,"0,231979709368455","0,595",0,audio_features,6kRz6Juetg9FgBm7PB1jDl,Angry,Master Of Puppets,Metallica,Master Of Puppets
"0,969","0,268","173,878","0,195","0,0000851","0,0114",4,"0,404",8,245227,"0,713017189501407","0,29",1,audio_features,6RJdYpFQwLyNfDc5FbjkgV,Angry,Ten Thousand Fists,Disturbed,Stricken
"0,922","0,332","125,105","0,0385","0,00369","0,055",4,"0,64",9,234227,"0,485120916394537","0,716",0,audio_features,3cwDSDzTiWr5H5xMQhQ6Mx,Angry,Sehnsucht,Rammstein,Du hast
"0,753","0,389","105,754","0,036","0,0417",0,4,"0,545",3,282947,"0,587624642527558","0,434",0,audio_features,5NeIONQWJ25uPylJBJiO4c,Angry,Come What(ever) May [10th Anniversary Edition],Stone Sour,Through Glass
"0,988","0,209","75,018","0,165","0,0000845",0,4,"0,508",1,246209,"0,659705340757506","0,174",0,audio_features,1LHZMWefF9502NPfArRfvP,Angry,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",Five Finger Death Punch,Lift Me Up (feat. Rob Halford of Judas Priest)
"0,967","0,26","170,128","0,136","0,000213","0,00000118",4,"0,238",4,252003,"0,741139567960076","0,58",0,audio_features,3jjU4Pky1ja5J1onU6ei4T,Angry,Immortalized (Deluxe Edition),Disturbed,The Vengeful One
"0,939","0,337","185,971","0,0423","0,0000493","0,0065",4,"0,328",2,233987,"0,826608753503856","0,329",0,audio_features,0pJUUPm7vb34VNImGEkg0L,Angry,The Sound of Madness (Deluxe Edition),Shinedown,Sound of Madness
"0,957","0,0583","127,829","0,0814","0,000167","0,000849",4,"0,55",8,207213,"0,58512681328619","0,428",1,audio_features,1ghJ1EvIJuoluKOs0LC3Nj,Angry,Karma and Effect,Seether,Remedy
"0,996","0,417","93,345","0,104","0,00208",0,4,"0,382",7,147840,"0,622371934261533","0,327",1,audio_features,2gscB6kDOmrv1P6qs2KXE3,Angry,Slipknot (10th Anniversary Edition),Slipknot,Wait and Bleed
"0,903","0,244","109,118","0,0825","0,00075","0,00000585",3,"0,374",10,263080,"0,596348319834126","0,429",1,audio_features,5RJWVg8YZnroc6ys22Axka,Angry,Beyond Hell / Above Heaven,Volbeat,A Warrior's Call
"0,912","0,249","106,236","0,221","0,0728","0,0000715",4,"0,62",1,336440,"0,630158792102348","0,291",1,audio_features,25CbtOzU8Pn17SAaXFjIR3,Angry,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,Take The Power Back
"0,966","0,371","179,956","0,0733","0,000209","0,124",4,"0,429",8,278027,"0,588504787243298","0,525",1,audio_features,42ZVk59gT4tMlrZmd8Ijxf,Angry,Indestructible (Deluxe Edition),Disturbed,Indestructible
"0,93","0,101","127,925","0,0615","0,000346","0,0571",4,"0,568",2,323160,"0,534687461561608","0,184",1,audio_features,6KAfvHClF1PVI9vwvydak4,Angry,The Best of 2005-2013,Avenged Sevenfold,Shepherd of Fire
"0,92","0,102","167,169","0,0628","0,0000286",0,4,"0,217",8,246040,"0,597104026768308","0,376",1,audio_features,44NRdYQw7P0GWuiunRv3hr,Angry,Faceless,Godsmack,I Stand Alone
"0,828","0,0581","123,257","0,0298","0,00213","0,0114",4,"0,577",6,331267,"0,367663062167172","0,604",0,audio_features,1bdXMstfxFWYSkEFTnJMoN,Angry,Metallica,Metallica,Enter Sandman
"0,728","0,0725","138,179","0,037","0,0000252","0,0000741",4,"0,511",11,259027,"0,570558263871129","0,541",0,audio_features,7v0mtl6oInUtHOmTk2b0gC,Angry,Wasting Light,Foo Fighters,Rope
"0,695","0,124","102,178","0,0617","0,00111","0,0857",3,"0,437",7,447440,"0,337015596705415","0,413",1,audio_features,0kUBk3PnCat4oPvTlNsStp,Angry,...And Justice For All,Metallica,One
"0,93","0,129","122,003","0,0789","0,00527",0,4,"0,564",11,221360,"0,736631014368126","0,529",0,audio_features,1tk7WJcqJ8BPfsanK7HuK4,Angry,Evanescence,Evanescence,What You Want
"0,868","0,0418","140,021","0,0475","0,000012","0,00394",4,"0,559",11,264373,"0,579562130176304","0,684",0,audio_features,7oL13WHjhUFhVq9POP7qfC,Angry,Audio Secrecy,Stone Sour,Say You'll Haunt Me
"0,866","0,29","138,311","0,0517","0,0000362","0,000552",4,"0,231",9,255960,"0,553923767436916","0,191",1,audio_features,76Je5Wklky23mVoxiRszcN,Angry,Wasting Light,Foo Fighters,Walk
"0,855","0,179","151,93","0,121","0,0134","0,0000318",4,"0,478",4,243760,"0,424717347471439","0,668",0,audio_features,6ZU9RJIZ0fNaFuQM57bDIA,Angry,Rage Against The Machine,Rage Against The Machine,Bombtrack
"0,966","0,336","136,035","0,046","0,00159",0,4,"0,507",1,188093,"0,738329124231809","0,502",1,audio_features,1SDl9wY1MqbpJQW0yKEWxL,Angry,Amaryllis,Shinedown,Enemies
"0,929","0,389","137,868","0,0638","0,00094","0,000248",4,"0,558",2,202307,"0,659325693118515","0,502",1,audio_features,0dnx2LK0rnPTACGzbLc1Jx,Angry,The Strange Case of...,Halestorm,Mz. Hyde
"0,958","0,152",130,"0,0566","0,000902","0,000227",4,"0,524",2,218267,"0,670116019324652","0,427",1,audio_features,3Akw1yw6W6bQ7GXB0FCoe5,Angry,The Strange Case of... (Deluxe),Halestorm,Freak Like Me
"0,876","0,106","89,954","0,0553","0,000996","0,00000689",4,"0,695",3,279213,"0,612209409068257","0,941",0,audio_features,40rvBMQizxkIqnjPdEWY1v,Angry,The Sickness,Disturbed,Down with the Sickness
"0,964","0,0564","155,017","0,113","0,000599","0,0000114",4,"0,537",9,206903,"0,619655059396256","0,712",1,audio_features,6efSwlK3LOlWOeKK9xlUKF,Angry,Got Your Six,Five Finger Death Punch,Jekyll and Hyde
"0,949","0,2","129,984","0,0787","0,000318","0,0000998",4,"0,554",2,374453,"0,567022118160543","0,233",1,audio_features,4UEo1b0wWrtHMC8bVqPiH8,Angry,Nightmare,Avenged Sevenfold,Nightmare
"0,939","0,337","185,971","0,0423","0,0000493","0,0065",4,"0,328",2,233987,"0,826608753503856","0,329",0,audio_features,0W9Xvd4Qx1aZPxEi94vgRY,Angry,The Sound of Madness,Shinedown,Sound of Madness
"0,919","0,423","103,891","0,0609","0,00039","0,000225",4,"0,309",2,261813,"0,697348707023096","0,322",1,audio_features,1znGxpojJSjxZZEWA5zWva,Angry,Guitar Gangsters & Cadillac Blood,Volbeat,Still Counting
"0,983","0,116","125,983","0,228","0,000243","0,000654",4,"0,3",3,269280,"0,545067138902973","0,152",0,audio_features,56OORedNjFtHSG30bo6QCo,Angry,"House of Gold & Bones, Part 1",Stone Sour,Influence of a Drowsy God
"0,919","0,0899","163,035","0,0894","0,0000403","0,000629",4,"0,512",4,258067,"0,590133134672723","0,602",1,audio_features,5RVkQdjznbxQLeFr5Woxws,Angry,Come What(ever) May,Stone Sour,30/30-150
"0,93","0,0829","84,399","0,0624","0,00000177","0,00512",4,"0,355",11,211320,"0,676238667174049","0,375",0,audio_features,3Gua8OnQuwUWFVV53rqtiX,Angry,Come What(ever) May,Stone Sour,Hell & Consequences
"0,95","0,107","142,996","0,0507","0,0000149",0,4,"0,539",1,219787,"0,654108812174044","0,59",0,audio_features,53nLffwVQteGpgYYU4IscR,Angry,Come What(ever) May,Stone Sour,Come What(ever) May
"0,969","0,0441","166,996","0,172","0,000216","0,0177",4,"0,539",1,262013,"0,599445908114644","0,461",1,audio_features,2JJKQgDYund4K8pt70jcLk,Angry,"House of Gold & Bones, Part 1",Stone Sour,RU486
"0,977","0,294","130,013","0,108","0,0000238","0,168",4,"0,605",4,258387,"0,663208372173958","0,502",1,audio_features,7zwNK5ocOAGlHtcQliLG3P,Angry,"House of Gold & Bones, Part 1",Stone Sour,My Name Is Allen
"0,992","0,122","136,023","0,144","0,000134","0,027",4,"0,521",6,243267,"0,616382074265937","0,166",1,audio_features,7c3DfsUMhDTnf2JewbfU8w,Angry,"House of Gold & Bones, Part 1",Stone Sour,Gone Sovereign
"0,987","0,0771","115,999","0,115","0,00015","0,000906",4,"0,648",3,181013,"0,670501880162842","0,345",0,audio_features,5hGijWiJRedcgP9I3xdD6q,Angry,"House of Gold & Bones, Part 1",Stone Sour,Last of the Real
